"ID Pedido","Fecha Solicitud","ID Cliente","Nombre Cliente","Centro de Distribución","ID Distrito",Distrito,"Tipo Cliente","Tarifa por kg","Peso (kg)",Facturación,"Volumen (m3)","Fecha de Entrega","Días de Entrega","Status Orden","Tipo de pedido",Penalidad,"Beneficio Neto"
450081617,2023-05-08,C0000175,"Lilia Weepers Pahl",Lima,48,"San Juan De Miraflores",Mayorista,2.54,122.40,310.90,0.5655,2023-05-09,1,"Entrega a tiempo",Grande,0,310.90
450016655,2023-05-09,C0000221,"Gwenore Connew Cazereau",Lima,53,"Santa Maria Del Mar",Mayorista,3.81,46.87,178.57,0.7558,2023-05-10,1,"Entrega a tiempo",Grande,0,178.57
450017900,2023-05-09,C0000036,"Hyman Blowen OBradain",Lima,24,Comas,Mayorista,4.01,38.05,152.58,0.2306,2023-05-12,3,"Penalidad 5%",Grande,7.63,144.95
450018351,2023-05-09,C0000286,"Arda Goligly Eckersley",Chiclayo,13,Reque,Mayorista,2.56,87.93,225.10,0.6015,2023-05-10,1,"Entrega a tiempo",Grande,0,225.10
450051491,2023-05-09,C0000298,"Idaline Bartlomiej Longford",Chiclayo,9,"Nueva Arica",Mayorista,4.66,33.03,153.92,0.2239,2023-05-11,2,"Entrega a tiempo",Grande,0,153.92
450065106,2023-05-09,C0000151,"Engelbert Skilling Costin",Lima,31,Lince,Mayorista,3.30,95.76,316.01,0.5401,2023-05-11,2,"Entrega a tiempo",Grande,0,316.01
450077611,2023-05-09,C0000001,"Porty Stirgess Thorington",Lima,44,"San Bartolo",Mayorista,3.11,161.10,501.02,0.6960,2023-05-11,2,"Entrega a tiempo",Grande,0,501.02
450080054,2023-05-09,C0000033,"Theodore Truckell Capper",Lima,51,"San Miguel",Mayorista,3.05,120.80,368.44,0.6813,2023-05-10,1,"Entrega a tiempo",Grande,0,368.44
450081834,2023-05-09,C0000159,"Monti Murden Baxster",Lima,51,"San Miguel",Mayorista,3.05,82.52,251.69,0.4011,2023-05-17,8,"Penalidad 10%",Grande,25.17,226.52
450089718,2023-05-09,C0000225,"Bill Bunt Baty",Lima,29,"La Victoria",Mayorista,4.09,148.31,606.59,0.8988,2023-05-10,1,"Entrega a tiempo",Grande,0,606.59
450019280,2023-05-10,C0000014,"Minor Rousel Brownlea",Lima,16,Ancon,Mayorista,3.29,47.39,155.91,0.3042,2023-05-11,1,"Entrega a tiempo",Grande,0,155.91
450033731,2023-05-10,C0000272,"Matthiew MacQuaker Bourgeois",Arequipa,81,Socabaya,Mayorista,4.93,25.38,125.12,0.1599,2023-05-11,1,"Entrega a tiempo",Grande,0,125.12
450037462,2023-05-10,C0000253,"Janette Marchington Gillingwater",Arequipa,59,"Alto Selva Alegre",Mayorista,4.96,23.34,115.77,0.1204,2023-05-12,2,"Entrega a tiempo",Grande,0,115.77
450043419,2023-05-10,C0000118,"Dennie Stockton Durtnall",Lima,51,"San Miguel",Mayorista,3.05,52.42,159.88,0.3082,2023-05-11,1,"Entrega a tiempo",Grande,0,159.88
450010219,2023-05-11,C0000291,"Matthieu Dicken Challiner",Chiclayo,13,Reque,Mayorista,2.56,106.22,271.92,0.4780,2023-05-12,1,"Entrega a tiempo",Grande,0,271.92
450019330,2023-05-11,C0000046,"Aeriela Brice Edson",Lima,18,Barranco,Mayorista,4.13,5.15,21.27,0.0836,2023-05-14,3,"Penalidad 5%",Mediano,1.06,20.21
450034662,2023-05-11,C0000122,"Heath Moden Acton",Lima,56,Surquillo,Mayorista,3.66,22.95,84.00,0.1212,2023-05-13,2,"Entrega a tiempo",Grande,0,84.00
450055283,2023-05-11,C0000045,"Marchelle Mayger Jacklings",Lima,46,"San Isidro",Mayorista,4.12,58.03,239.08,0.2820,2023-05-13,2,"Entrega a tiempo",Grande,0,239.08
450068943,2023-05-11,C0000260,"Rafaelia Aindriu Krolle",Arequipa,63,Characato,Mayorista,4.09,70.61,288.79,0.3093,2023-05-12,1,"Entrega a tiempo",Grande,0,288.79
450086279,2023-05-11,C0000214,"Giraud Engledow Turner",Lima,20,Carabayllo,Mayorista,3.99,96.97,386.91,0.7505,2023-05-13,2,"Entrega a tiempo",Grande,0,386.91
450090891,2023-05-11,C0000145,"Lilla Chadwin Twinborne",Lima,57,"Villa El Salvador",Mayorista,4.04,71.61,289.30,0.8980,2023-05-12,1,"Entrega a tiempo",Grande,0,289.30
450021058,2023-05-12,C0000275,"Tedman Flagg Ioselevich",Arequipa,87,Yura,Mayorista,4.82,50.03,241.14,0.3032,2023-05-14,2,"Entrega a tiempo",Grande,0,241.14
450039793,2023-05-12,C0000032,"Starla Saleway Prew",Lima,53,"Santa Maria Del Mar",Mayorista,3.81,110.25,420.05,0.7938,2023-05-13,1,"Entrega a tiempo",Grande,0,420.05
450055489,2023-05-12,C0000210,"Arty Pudsey Capponer",Lima,26,Independencia,Mayorista,3.58,44.67,159.92,0.2225,2023-05-14,2,"Entrega a tiempo",Grande,0,159.92
450055999,2023-05-12,C0000229,"Stearn Stile Tunnick",Lima,20,Carabayllo,Mayorista,3.99,1.39,5.55,0.0068,2023-05-14,2,"Entrega a tiempo",Pequeño,0,5.55
450059360,2023-05-12,C0000288,"Geoffry Cheake Sconce",Chiclayo,13,Reque,Corporativo,2.56,1.38,3.53,0.0096,2023-05-14,2,"Entrega a tiempo",Pequeño,0,3.53
450012490,2023-05-13,C0000274,"Dara Nickerson Foale",Arequipa,59,"Alto Selva Alegre",Mayorista,4.96,121.42,602.24,0.6557,2023-05-14,1,"Entrega a tiempo",Grande,0,602.24
450039366,2023-05-13,C0000242,"Mufinella Milazzo Rogan",Lima,29,"La Victoria",Mayorista,4.09,84.05,343.76,1.0888,2023-05-15,2,"Entrega a tiempo",Grande,0,343.76
450044611,2023-05-13,C0000204,"Langston Tebald Drioli",Lima,42,"Punta Negra",Mayorista,2.54,115.57,293.55,0.5825,2023-05-14,1,"Entrega a tiempo",Grande,0,293.55
450065514,2023-05-13,C0000297,"Clareta Westoll Giovanetti",Chiclayo,2,Chongoyape,Mayorista,4.32,5.83,25.19,0.0420,2023-05-14,1,"Entrega a tiempo",Mediano,0,25.19
450090831,2023-05-13,C0000126,"Hillery Skerratt Lantiffe",Lima,30,Lima,Mayorista,2.58,7.59,19.58,0.0592,2023-05-14,1,"Entrega a tiempo",Mediano,0,19.58
450097927,2023-05-13,C0000260,"Rafaelia Aindriu Krolle",Arequipa,63,Characato,Mayorista,4.09,156.60,640.49,0.9584,2023-05-15,2,"Entrega a tiempo",Grande,0,640.49
450032281,2023-05-14,C0000035,"Hazlett Parsall Chartman",Lima,55,"Santiago De Surco",Mayorista,4.08,76.21,310.94,0.3704,2023-05-16,2,"Entrega a tiempo",Grande,0,310.94
450035186,2023-05-14,C0000063,"Beatrisa Tapson Rapsey",Lima,45,"San Borja",Corporativo,2.70,37.61,101.55,0.5731,2023-05-16,2,"Entrega a tiempo",Grande,0,101.55
450036627,2023-05-14,C0000163,"Micheal Suart Gai",Lima,22,Chorrillos,Mayorista,4.48,73.95,331.30,0.5768,2023-05-16,2,"Entrega a tiempo",Grande,0,331.30
450053611,2023-05-14,C0000252,"Laney Cotillard Sesons",Arequipa,79,"Santa Isabel De Siguas",Mayorista,4.25,28.64,121.72,0.1632,2023-05-15,1,"Entrega a tiempo",Grande,0,121.72
450057030,2023-05-14,C0000284,"Deina Lefort Gwilym",Chiclayo,11,Picsi,Mayorista,2.90,41.89,121.48,0.1910,2023-05-16,2,"Entrega a tiempo",Grande,0,121.48
450059725,2023-05-14,C0000001,"Porty Stirgess Thorington",Lima,44,"San Bartolo",Mayorista,3.11,92.36,287.24,1.0058,2023-05-15,1,"Entrega a tiempo",Grande,0,287.24
450077295,2023-05-14,C0000161,"Ulberto Jancso Copin",Lima,22,Chorrillos,Mayorista,4.48,100.96,452.30,0.6482,2023-05-15,1,"Entrega a tiempo",Grande,0,452.30
450092541,2023-05-14,C0000265,"Cicily Clipson Duff",Arequipa,74,Quequeña,Mayorista,5.05,105.54,532.98,0.6649,2023-05-16,2,"Entrega a tiempo",Grande,0,532.98
450030334,2023-05-15,C0000095,"Willette Whitham Elphee",Lima,33,Lurigancho,Mayorista,3.08,60.98,187.82,0.3476,2023-05-17,2,"Entrega a tiempo",Grande,0,187.82
450034259,2023-05-15,C0000270,"Katheryn Simmgen Rylstone",Arequipa,79,"Santa Isabel De Siguas",Mayorista,4.25,18.25,77.56,0.2020,2023-05-18,3,"Penalidad 5%",Mediano,3.88,73.68
450052342,2023-05-15,C0000063,"Beatrisa Tapson Rapsey",Lima,45,"San Borja",Corporativo,2.70,102.27,276.13,0.6689,2023-05-16,1,"Entrega a tiempo",Grande,0,276.13
450064828,2023-05-15,C0000096,"Aaren Sarten Avramovsky",Lima,17,Ate,Mayorista,3.89,78.91,306.96,0.3835,2023-05-16,1,"Entrega a tiempo",Grande,0,306.96
450011250,2023-05-16,C0000251,"Pandora Fetters Barkess",Arequipa,59,"Alto Selva Alegre",Mayorista,4.96,137.37,681.36,0.8324,2023-05-18,2,"Entrega a tiempo",Grande,0,681.36
450037434,2023-05-16,C0000232,"Verena Benger Gristhwaite",Lima,33,Lurigancho,Mayorista,3.08,90.41,278.46,0.6021,2023-05-17,1,"Entrega a tiempo",Grande,0,278.46
450039416,2023-05-16,C0000112,"Clyde Kielt Foynes",Lima,28,"La Molina",Mayorista,4.14,34.65,143.45,0.2245,2023-05-18,2,"Entrega a tiempo",Grande,0,143.45
450040697,2023-05-16,C0000124,"Dougie Southey Wike",Lima,49,"San Luis",Mayorista,3.81,75.43,287.39,0.5250,2023-05-18,2,"Entrega a tiempo",Grande,0,287.39
450062207,2023-05-16,C0000166,"Bellanca Koppeck Fairhurst",Lima,55,"Santiago De Surco",Mayorista,4.08,101.64,414.69,0.7623,2023-05-18,2,"Entrega a tiempo",Grande,0,414.69
450097741,2023-05-16,C0000219,"Veradis Aleksankin Catchpole",Lima,55,"Santiago De Surco",Corporativo,4.08,35.93,146.59,0.2781,2023-05-17,1,"Entrega a tiempo",Grande,0,146.59
450098396,2023-05-16,C0000096,"Aaren Sarten Avramovsky",Lima,17,Ate,Mayorista,3.89,87.61,340.80,0.5835,2023-05-18,2,"Entrega a tiempo",Grande,0,340.80
450001299,2023-05-17,C0000162,"Nikita Radmore Males",Lima,18,Barranco,Mayorista,4.13,128.25,529.67,0.5386,2023-05-18,1,"Entrega a tiempo",Grande,0,529.67
450020818,2023-05-17,C0000178,"Iver Darridon Kinch",Lima,18,Barranco,Corporativo,4.13,119.44,493.29,0.6736,2023-05-19,2,"Entrega a tiempo",Grande,0,493.29
450027138,2023-05-17,C0000257,"Adele Accomb Rickis",Arequipa,74,Quequeña,Mayorista,5.05,46.05,232.55,0.2569,2023-05-18,1,"Entrega a tiempo",Grande,0,232.55
450043848,2023-05-17,C0000058,"Thelma Lanchbery Guilloux",Lima,20,Carabayllo,Mayorista,3.99,146.92,586.21,1.0138,2023-05-19,2,"Entrega a tiempo",Grande,0,586.21
450044068,2023-05-17,C0000174,"Carolynn Crutchley Hearnah",Lima,44,"San Bartolo",Mayorista,3.11,54.40,169.18,0.3721,2023-05-18,1,"Entrega a tiempo",Grande,0,169.18
450060920,2023-05-17,C0000274,"Dara Nickerson Foale",Arequipa,59,"Alto Selva Alegre",Mayorista,4.96,104.86,520.11,0.6291,2023-05-18,1,"Entrega a tiempo",Grande,0,520.11
450079685,2023-05-17,C0000275,"Tedman Flagg Ioselevich",Arequipa,87,Yura,Mayorista,4.82,84.22,405.94,0.4244,2023-05-18,1,"Entrega a tiempo",Grande,0,405.94
450089844,2023-05-17,C0000209,"Adelaide Simcock Matussevich",Lima,18,Barranco,Mayorista,4.13,19.26,79.54,0.1480,2023-05-20,3,"Penalidad 5%",Mediano,3.98,75.56
450090492,2023-05-17,C0000284,"Deina Lefort Gwilym",Chiclayo,11,Picsi,Mayorista,2.90,11.15,32.34,0.0689,2023-05-20,3,"Penalidad 5%",Mediano,1.62,30.72
450006018,2023-05-18,C0000281,"Madison Milson Lenthall",Chiclayo,12,Pimentel,Mayorista,4.00,52.40,209.60,0.2672,2023-05-19,1,"Entrega a tiempo",Grande,0,209.60
450017524,2023-05-18,C0000270,"Katheryn Simmgen Rylstone",Arequipa,79,"Santa Isabel De Siguas",Mayorista,4.25,112.71,479.02,0.7709,2023-05-19,1,"Entrega a tiempo",Grande,0,479.02
450024937,2023-05-18,C0000226,"Eugine Leaming Managh",Lima,18,Barranco,Mayorista,4.13,41.65,172.01,0.1949,2023-05-19,1,"Entrega a tiempo",Grande,0,172.01
450027883,2023-05-18,C0000023,"Allison Byers Skin",Lima,50,"San Martin De Porres",Mayorista,3.40,49.88,169.59,0.2514,2023-05-19,1,"Entrega a tiempo",Grande,0,169.59
450050415,2023-05-18,C0000113,"Linet Dyter Olwen",Lima,22,Chorrillos,Mayorista,4.48,122.77,550.01,0.9134,2023-05-19,1,"Entrega a tiempo",Grande,0,550.01
450051746,2023-05-18,C0000203,"Ellen Pawelczyk Duding",Lima,16,Ancon,Mayorista,3.29,101.93,335.35,0.4342,2023-05-20,2,"Entrega a tiempo",Grande,0,335.35
450063682,2023-05-18,C0000276,"Harmony Jennings Seaward",Chiclayo,7,Lagunas,Mayorista,4.53,133.95,606.79,0.6028,2023-05-20,2,"Entrega a tiempo",Grande,0,606.79
450065250,2023-05-18,C0000034,"Dorelia Wickson Janikowski",Lima,41,"Punta Hermosa",Mayorista,2.59,108.70,281.53,0.7957,2023-05-20,2,"Entrega a tiempo",Grande,0,281.53
450073051,2023-05-18,C0000300,"Brice Kohnen Roj",Chiclayo,11,Picsi,Mayorista,2.90,101.92,295.57,0.4586,2023-05-19,1,"Entrega a tiempo",Grande,0,295.57
450043105,2023-05-19,C0000232,"Verena Benger Gristhwaite",Lima,33,Lurigancho,Mayorista,3.08,69.19,213.11,0.3902,2023-05-20,1,"Entrega a tiempo",Grande,0,213.11
450049318,2023-05-19,C0000265,"Cicily Clipson Duff",Arequipa,74,Quequeña,Mayorista,5.05,87.58,442.28,0.5518,2023-05-20,1,"Entrega a tiempo",Grande,0,442.28
450062524,2023-05-19,C0000224,"Margaret Pattingson Polye",Lima,37,Miraflores,Mayorista,2.90,67.13,194.68,1.0742,2023-05-20,1,"Entrega a tiempo",Grande,0,194.68
450062613,2023-05-19,C0000143,"Monica Rowan Reppaport",Lima,46,"San Isidro",Mayorista,4.12,154.13,635.02,1.1930,2023-05-21,2,"Entrega a tiempo",Grande,0,635.02
450094011,2023-05-19,C0000298,"Idaline Bartlomiej Longford",Chiclayo,9,"Nueva Arica",Mayorista,4.66,74.00,344.84,0.4928,2023-05-26,7,"Penalidad 10%",Grande,34.48,310.36
450098914,2023-05-19,C0000073,"Uta Bowater De Few",Lima,16,Ancon,Corporativo,3.29,92.56,304.52,0.4721,2023-05-20,1,"Entrega a tiempo",Grande,0,304.52
450013705,2023-05-20,C0000099,"Pierre Echallie Bentham3",Lima,38,Pachacamac,Mayorista,3.70,86.53,320.16,0.6749,2023-05-22,2,"Entrega a tiempo",Grande,0,320.16
450043141,2023-05-20,C0000186,"Curry Cristofvao Avramov",Lima,22,Chorrillos,Mayorista,4.48,103.44,463.41,0.5586,2023-05-21,1,"Entrega a tiempo",Grande,0,463.41
450076600,2023-05-20,C0000012,"Evvie Baszkiewicz Lovejoy",Lima,18,Barranco,Mayorista,4.13,11.56,47.74,0.0493,2023-05-23,3,"Penalidad 5%",Mediano,2.39,45.35
450077938,2023-05-20,C0000107,"Devan Colenutt Nelthrop",Lima,17,Ate,Corporativo,3.89,101.18,393.59,0.4492,2023-05-22,2,"Entrega a tiempo",Grande,0,393.59
450079515,2023-05-20,C0000252,"Laney Cotillard Sesons",Arequipa,79,"Santa Isabel De Siguas",Mayorista,4.25,78.16,332.18,0.3564,2023-05-21,1,"Entrega a tiempo",Grande,0,332.18
450023984,2023-05-21,C0000243,"Matelda Tyhurst Gowthrop",Lima,21,Chaclacayo,Mayorista,4.40,157.41,692.60,1.1806,2023-05-23,2,"Entrega a tiempo",Grande,0,692.60
450025063,2023-05-21,C0000061,"Euell Gossan Raynard",Lima,22,Chorrillos,Mayorista,4.48,68.10,305.09,0.5067,2023-05-23,2,"Entrega a tiempo",Grande,0,305.09
450030796,2023-05-21,C0000114,"Merralee Blayd Date",Lima,29,"La Victoria",Mayorista,4.09,54.43,222.62,0.2319,2023-05-22,1,"Entrega a tiempo",Grande,0,222.62
450041671,2023-05-21,C0000063,"Beatrisa Tapson Rapsey",Lima,45,"San Borja",Corporativo,2.70,85.48,230.80,0.4872,2023-05-23,2,"Entrega a tiempo",Grande,0,230.80
450062926,2023-05-21,C0000010,"Aldous Drioli Geraldini",Lima,33,Lurigancho,Corporativo,3.08,9.97,30.71,0.0502,2023-05-22,1,"Entrega a tiempo",Mediano,0,30.71
450071470,2023-05-21,C0000062,"Rad Grimbaldeston Wildman",Lima,25,"El Agustino",Mayorista,3.17,85.75,271.83,0.3962,2023-05-23,2,"Entrega a tiempo",Grande,0,271.83
450075977,2023-05-21,C0000217,"Baldwin Lovewell Roycraft",Lima,18,Barranco,Mayorista,4.13,81.50,336.60,1.0059,2023-05-23,2,"Entrega a tiempo",Grande,0,336.60
450085548,2023-05-21,C0000270,"Katheryn Simmgen Rylstone",Arequipa,79,"Santa Isabel De Siguas",Mayorista,4.25,143.52,609.96,0.6889,2023-05-22,1,"Entrega a tiempo",Grande,0,609.96
450018920,2023-05-22,C0000216,"Marv Jiggle Gristhwaite",Lima,28,"La Molina",Mayorista,4.14,134.20,555.59,0.6683,2023-05-23,1,"Entrega a tiempo",Grande,0,555.59
450042274,2023-05-22,C0000279,"Gabriella Greenhowe Southway",Chiclayo,10,Oyotun,Mayorista,2.89,7.21,20.84,0.0350,2023-05-24,2,"Entrega a tiempo",Mediano,0,20.84
450073124,2023-05-22,C0000251,"Pandora Fetters Barkess",Arequipa,59,"Alto Selva Alegre",Mayorista,4.96,28.01,138.93,0.4522,2023-05-23,1,"Entrega a tiempo",Grande,0,138.93
450079170,2023-05-22,C0000084,"Allard Buer Yewdale",Lima,22,Chorrillos,Mayorista,4.48,137.37,615.42,1.0715,2023-05-23,1,"Entrega a tiempo",Grande,0,615.42
450097372,2023-05-22,C0000081,"Morgun Minchi Chrstine",Lima,25,"El Agustino",Mayorista,3.17,33.39,105.85,0.2043,2023-05-25,3,"Penalidad 5%",Grande,5.29,100.56
450028991,2023-05-23,C0000007,"Lorri Iacobo Brittin",Lima,46,"San Isidro",Mayorista,4.12,53.78,221.57,0.6247,2023-05-24,1,"Entrega a tiempo",Grande,0,221.57
450060908,2023-05-23,C0000063,"Beatrisa Tapson Rapsey",Lima,45,"San Borja",Corporativo,2.70,110.96,299.59,0.6524,2023-05-24,1,"Entrega a tiempo",Grande,0,299.59
450069596,2023-05-23,C0000010,"Aldous Drioli Geraldini",Lima,33,Lurigancho,Corporativo,3.08,67.34,207.41,0.4000,2023-05-24,1,"Entrega a tiempo",Grande,0,207.41
450073227,2023-05-23,C0000101,"Adolphe Watford Bagg",Lima,16,Ancon,Mayorista,3.29,55.02,181.02,0.3665,2023-05-25,2,"Entrega a tiempo",Grande,0,181.02
450088707,2023-05-23,C0000069,"Nate Francesc Faier",Lima,54,"Santa Rosa",Mayorista,3.07,53.31,163.66,0.3199,2023-05-24,1,"Entrega a tiempo",Grande,0,163.66
450002888,2023-05-24,C0000161,"Ulberto Jancso Copin",Lima,22,Chorrillos,Mayorista,4.48,134.84,604.08,0.6796,2023-05-25,1,"Entrega a tiempo",Grande,0,604.08
450006698,2023-05-24,C0000282,"Norrie Kynder Pinare",Chiclayo,7,Lagunas,Mayorista,4.53,89.60,405.89,0.6451,2023-05-26,2,"Entrega a tiempo",Grande,0,405.89
450016233,2023-05-24,C0000254,"Windham Matissoff Haddeston",Arequipa,82,Tiabaya,Mayorista,4.07,6.10,24.83,0.0282,2023-05-25,1,"Entrega a tiempo",Mediano,0,24.83
450064945,2023-05-24,C0000286,"Arda Goligly Eckersley",Chiclayo,13,Reque,Mayorista,2.56,39.07,100.02,0.6446,2023-05-25,1,"Entrega a tiempo",Grande,0,100.02
450075302,2023-05-24,C0000299,"Jeffie Kubek Atchly",Chiclayo,12,Pimentel,Mayorista,4.00,84.74,338.96,0.6203,2023-05-25,1,"Entrega a tiempo",Grande,0,338.96
450077783,2023-05-24,C0000031,"Orion Dacke Cockarill",Lima,19,Breña,Mayorista,4.14,34.43,142.54,0.5772,2023-05-26,2,"Entrega a tiempo",Grande,0,142.54
450078379,2023-05-24,C0000032,"Starla Saleway Prew",Lima,53,"Santa Maria Del Mar",Mayorista,3.81,62.32,237.44,0.3253,2023-05-26,2,"Entrega a tiempo",Grande,0,237.44
450082575,2023-05-24,C0000192,"Yankee Frye Scowen",Lima,24,Comas,Corporativo,4.01,13.16,52.77,0.0821,2023-05-27,3,"Penalidad 5%",Mediano,2.64,50.13
450086270,2023-05-24,C0000095,"Willette Whitham Elphee",Lima,33,Lurigancho,Mayorista,3.08,80.52,248.00,0.4107,2023-05-25,1,"Entrega a tiempo",Grande,0,248.00
450090042,2023-05-24,C0000065,"Felix Wyldish Bertram",Lima,43,Rimac,Mayorista,3.92,102.31,401.06,0.5218,2023-05-25,1,"Entrega a tiempo",Grande,0,401.06
450096635,2023-05-24,C0000261,"Reagan Affron Hanner",Arequipa,59,"Alto Selva Alegre",Mayorista,4.96,21.17,105.00,0.2904,2023-05-26,2,"Entrega a tiempo",Grande,0,105.00
450003622,2023-05-25,C0000074,"Lorens Casone Costelow",Lima,36,"Pueblo Libre",Mayorista,4.09,2.97,12.15,0.0193,2023-05-28,3,"Penalidad 5%",Pequeño,0.61,11.54
450008079,2023-05-25,C0000267,"Bryce Jahnisch Alderwick",Arequipa,69,Miraflores,Mayorista,4.15,7.80,32.37,0.0374,2023-05-27,2,"Entrega a tiempo",Mediano,0,32.37
450040095,2023-05-25,C0000257,"Adele Accomb Rickis",Arequipa,74,Quequeña,Mayorista,5.05,153.10,773.16,1.1574,2023-05-26,1,"Entrega a tiempo",Grande,0,773.16
450059128,2023-05-25,C0000201,"Tedra Skitt Miliffe",Lima,19,Breña,Mayorista,4.14,11.28,46.70,0.0785,2023-05-27,2,"Entrega a tiempo",Mediano,0,46.70
450063391,2023-05-25,C0000007,"Lorri Iacobo Brittin",Lima,46,"San Isidro",Mayorista,4.12,0.86,3.54,0.0090,2023-05-27,2,"Entrega a tiempo",Pequeño,0,3.54
450016170,2023-05-26,C0000150,"Wittie Fassan Gibben",Lima,47,"San Juan De Lurigancho",Corporativo,4.31,17.85,76.93,0.0782,2023-05-27,1,"Entrega a tiempo",Mediano,0,76.93
450070132,2023-05-26,C0000072,"Sherm Pascoe Neenan",Lima,24,Comas,Mayorista,4.01,36.51,146.41,0.6120,2023-05-28,2,"Entrega a tiempo",Grande,0,146.41
450030715,2023-05-27,C0000222,"Laurena Lamplough Yeandel",Lima,17,Ate,Mayorista,3.89,79.49,309.22,1.1146,2023-05-29,2,"Entrega a tiempo",Grande,0,309.22
450048681,2023-05-28,C0000040,"Yevette Hinsche Fullagar",Lima,47,"San Juan De Lurigancho",Mayorista,4.31,2.71,11.68,0.0136,2023-05-31,3,"Penalidad 5%",Pequeño,0.58,11.10
450049652,2023-05-28,C0000260,"Rafaelia Aindriu Krolle",Arequipa,63,Characato,Mayorista,4.09,65.76,268.96,0.3827,2023-05-29,1,"Entrega a tiempo",Grande,0,268.96
450056351,2023-05-28,C0000290,"Rochette Ricciardelli Georgeau",Chiclayo,10,Oyotun,Mayorista,2.89,179.33,518.26,1.1513,2023-05-29,1,"Entrega a tiempo",Grande,0,518.26
450082798,2023-05-28,C0000274,"Dara Nickerson Foale",Arequipa,59,"Alto Selva Alegre",Mayorista,4.96,115.58,573.28,0.5964,2023-05-29,1,"Entrega a tiempo",Grande,0,573.28
450004063,2023-05-29,C0000294,"Doralynn Grigorescu Alcido",Chiclayo,6,"La Victoria",Mayorista,4.10,100.59,412.42,0.5734,2023-05-31,2,"Entrega a tiempo",Grande,0,412.42
450004337,2023-05-29,C0000260,"Rafaelia Aindriu Krolle",Arequipa,63,Characato,Mayorista,4.09,53.50,218.82,0.3178,2023-05-30,1,"Entrega a tiempo",Grande,0,218.82
450036795,2023-05-29,C0000151,"Engelbert Skilling Costin",Lima,31,Lince,Mayorista,3.30,53.14,175.36,0.2455,2023-05-31,2,"Entrega a tiempo",Grande,0,175.36
450049472,2023-05-29,C0000017,"Cornela Selcraig Bransden",Lima,19,Breña,Mayorista,4.14,60.60,250.88,0.4145,2023-05-31,2,"Entrega a tiempo",Grande,0,250.88
450059923,2023-05-29,C0000083,"Marlin Miners Kinahan",Lima,55,"Santiago De Surco",Mayorista,4.08,138.51,565.12,0.6399,2023-05-30,1,"Entrega a tiempo",Grande,0,565.12
450072881,2023-05-29,C0000041,"Karissa MacTurlough Provost",Lima,48,"San Juan De Miraflores",Mayorista,2.54,71.42,181.41,1.0369,2023-05-30,1,"Entrega a tiempo",Grande,0,181.41
450078632,2023-05-29,C0000211,"Korry Whitelock Ruggieri",Lima,23,Cieneguilla,Mayorista,3.68,14.46,53.21,0.1128,2023-05-31,2,"Entrega a tiempo",Mediano,0,53.21
450080430,2023-05-29,C0000265,"Cicily Clipson Duff",Arequipa,74,Quequeña,Mayorista,5.05,31.19,157.51,0.1572,2023-05-30,1,"Entrega a tiempo",Grande,0,157.51
450088432,2023-05-29,C0000293,"Dori Willerson Laughlin",Chiclayo,4,"Eten Puerto",Mayorista,3.08,30.79,94.83,0.1515,2023-05-30,1,"Entrega a tiempo",Grande,0,94.83
450096779,2023-05-29,C0000041,"Karissa MacTurlough Provost",Lima,48,"San Juan De Miraflores",Mayorista,2.54,91.75,233.05,0.6936,2023-05-30,1,"Entrega a tiempo",Grande,0,233.05
450097772,2023-05-29,C0000247,"Nadiya Prydden OConor",Lima,17,Ate,Mayorista,3.89,52.60,204.61,0.2935,2023-05-30,1,"Entrega a tiempo",Grande,0,204.61
450098492,2023-05-29,C0000300,"Brice Kohnen Roj",Chiclayo,11,Picsi,Mayorista,2.90,57.48,166.69,0.4001,2023-05-31,2,"Entrega a tiempo",Grande,0,166.69
450007869,2023-05-30,C0000222,"Laurena Lamplough Yeandel",Lima,17,Ate,Mayorista,3.89,140.15,545.18,0.7484,2023-05-31,1,"Entrega a tiempo",Grande,0,545.18
450008329,2023-05-30,C0000185,"Dicky Ferry Caff",Lima,33,Lurigancho,Corporativo,3.08,2.97,9.15,0.0183,2023-05-31,1,"Entrega a tiempo",Pequeño,0,9.15
450020205,2023-05-30,C0000014,"Minor Rousel Brownlea",Lima,16,Ancon,Mayorista,3.29,24.74,81.39,0.1083,2023-05-31,1,"Entrega a tiempo",Grande,0,81.39
450025988,2023-05-30,C0000276,"Harmony Jennings Seaward",Chiclayo,7,Lagunas,Mayorista,4.53,85.64,387.95,0.3854,2023-05-31,1,"Entrega a tiempo",Grande,0,387.95
450045083,2023-05-30,C0000029,"Arvie Stealey Welchman",Lima,25,"El Agustino",Mayorista,3.17,17.52,55.54,0.1325,2023-05-31,1,"Entrega a tiempo",Mediano,0,55.54
450056966,2023-05-30,C0000180,"Mair Connold Roze",Lima,56,Surquillo,Mayorista,3.66,113.81,416.54,0.6419,2023-06-01,2,"Entrega a tiempo",Grande,0,416.54
450078894,2023-05-30,C0000275,"Tedman Flagg Ioselevich",Arequipa,87,Yura,Mayorista,4.82,46.69,225.05,0.2689,2023-06-01,2,"Entrega a tiempo",Grande,0,225.05
450009273,2023-05-31,C0000007,"Lorri Iacobo Brittin",Lima,46,"San Isidro",Mayorista,4.12,119.20,491.10,0.6365,2023-06-01,1,"Entrega a tiempo",Grande,0,491.10
